sample_id,symbol,timeframe,candle_ts,setup_type,side,ema_alignment,rsi,stoch_rsi,macd_hist,volume_ratio,volume_trend,atr_pct,market_structure,distance_support,distance_resistance,change_pct,position_in_period_range,ema9,price_vs_ema9,ema21,price_vs_ema21,ema50,price_vs_ema50,ema200,price_vs_ema200,ema50_vs_ema200,macd_line,macd_signal,macd_cross,bb_width_pct,bb_position,obv_trend,candle_type,engulfing,last_3_candles,result_r
BTCUSDT_minute15_1781785800_macd_cross,BTCUSDT,minute15,1781785800,macd_cross,LONG,-1.0,54.61,100.0,11.24458754,1.0432799134276176,1.0,0.0025473836178584405,ranging,0.06345891548745505,0.5991094277260062,0.0976801319141387,62.8329808170698,64115.817276714,0.22807589374535522,64149.48446576392,0.17547379401959115,64284.676920027385,-0.03519799913676259,64939.963790016656,-1.0439084816996316,-1.0,-47.07599779,-58.32058532,1,1.302924615982271,56.03553676908057,1,bull,,bull → bull → bull,-1.0
BTCUSDT_minute15_1781280000_trend_pullback,BTCUSDT,minute15,1781280000,trend_pullback,LONG,1.0,54.13,56.5,27.87350497,1.3798597098622474,1.0,0.004379231736420425,ranging,0.42707565375944323,0.04124655417455182,0.41652652197916756,89.90473436165166,63800.03593038236,0.09379942933408579,63697.35977128786,0.2551443722246601,63580.75651606898,0.43900623274351286,63055.80471128122,1.2751804411988124,1.0,96.03940718,68.1659022,0,1.8531458523677051,67.35720669141624,1,bull,,bear → bear → bull,2.0
BTCUSDT_minute15_1781111700_trend_pullback,BTCUSDT,minute15,1781111700,trend_pullback,LONG,1.0,49.18,0.0,-36.4931956,1.268396861113922,-1.0,0.005431054002759075,ranging,0.1481791395820731,0.03899536061823868,-0.30837591102463285,54.4303125927178,62142.84487642665,-0.3830607962992499,62007.82690211143,-0.16615144774235088,61799.18251174025,0.1709043452794713,62025.781795595816,-0.19505081934235888,-1.0,173.30687011,209.80006571,0,1.9131512943074187,36.12478971184975,-1.0,bear,,bear → bear → bear,-1.0
BTCUSDT_minute15_1781449200_rsi_divergence,BTCUSDT,minute15,1781449200,rsi_divergence,LONG,-1.0,38.19,41.97,-46.84684491,2.097814757434074,1.0,0.001861265896781565,ranging,,0.196111344942253,0.18240318026375885,88.25876110409186,64177.84535122721,-0.1192083511194887,64300.745857735106,-0.310114377485284,64363.019864754766,-0.406568655890656,64042.00654810726,0.09264770904416697,1.0,-103.74798441,-56.9011395,0,1.2372571520940587,15.611877785279352,-1,bull,,bear → bull → bull,2.0
BTCUSDT_minute15_1782122400_trend_pullback,BTCUSDT,minute15,1782122400,trend_pullback,LONG,1.0,52.6,63.78,-8.95892084,0.5548377711672906,-1.0,0.00248769837049915,ranging,0.2672413162144835,0.18469098597422787,0.10986064363651851,62.26094863229409,64177.97360156253,0.05826983361868079,64173.088399788976,0.06588680904309681,64135.8211578205,0.12403184483091591,64013.48901834356,0.31537256405223546,1.0,13.22554293,22.18446377,0,0.5069179693400041,58.11560721277892,1,bull,,bull → bull → bull,2.0
BTCUSDT_minute15_1781954100_trend_pullback,BTCUSDT,minute15,1781954100,trend_pullback,LONG,1.0,55.77,81.96,1.73941847,0.6713489520563951,-1.0,0.0016190881566446407,ranging,0.15973222129356882,0.138649137932658,0.04817048740145939,55.94984547288237,63657.55771968825,0.06723833248555677,63629.956315601055,0.11064550170323363,63531.065730262344,0.26647478330749147,63507.86720164374,0.3031007130897274,1.0,33.09621832,31.35679985,1,0.6688270394955267,64.24961483097486,-1,bull,bullish_engulfing,bull → bear → bull,-1.0
BTCUSDT_minute15_1781112600_trend_pullback,BTCUSDT,minute15,1781112600,trend_pullback,LONG,1.0,45.69,0.0,-63.42270961,1.2366050329373608,-1.0,0.005372689966995919,ranging,1.4251563357583483,0.1071470620958947,-0.25505291996743296,51.327963971965154,62063.65790114133,-0.5103597046211137,61984.107183737666,-0.38267419587822027,61797.132609319066,-0.08127012888537875,62023.00695185855,-0.4451524771652088,-1.0,130.5216787,193.94438831,0,1.8910159605321744,22.267922328185367,-1.0,bear,,bear → bear → bear,2.0
BTCUSDT_minute15_1781954100_macd_cross,BTCUSDT,minute15,1781954100,macd_cross,LONG,1.0,55.77,81.96,1.73941847,0.6713489520563951,-1.0,0.0016190881566446407,ranging,0.15973222129356882,0.138649137932658,0.04817048740145939,55.94984547288237,63657.55771968825,0.06723833248555677,63629.956315601055,0.11064550170323363,63531.065730262344,0.26647478330749147,63507.86720164374,0.3031007130897274,1.0,33.09621832,31.35679985,1,0.6688270394955267,64.24961483097486,-1,bull,bullish_engulfing,bull → bear → bull,-1.0
BTCUSDT_minute15_1781280900_trend_pullback,BTCUSDT,minute15,1781280900,trend_pullback,LONG,1.0,54.97,58.93,25.34972818,1.0189525427660413,-1.0,0.004318653076227921,ranging,0.02743187997574295,0.08060559826301592,0.06869727910544558,90.73942650352083,63820.77874430589,0.13000664881656784,63716.1225193526,0.29447410361547754,63593.42292720353,0.48798611320498775,63064.241977835634,1.3311949780660435,1.0,99.85306243,74.50333425,0,1.8703068215814154,70.55160830855898,-1,bull,,bear → bull → bull,2.0
BTCUSDT_minute15_1781618400_rsi_divergence,BTCUSDT,minute15,1781618400,rsi_divergence,LONG,-1.0,36.65,11.64,-69.1945842,1.4657792551133124,1.0,0.0030902262944664275,ranging,,0.4147241694309985,-0.02592016588907667,84.52057379680839,66216.18894705584,-0.27840464694100797,66336.99539482617,-0.4600078628975284,66355.25791797132,-0.48740360314948267,65837.60589051135,0.2950200069724042,1.0,-84.53548396,-15.34089977,0,1.2794133132102405,3.3282393627868534,-1,doji,,bull → bear → bear,-1.0
BTCUSDT_minute15_1782123300_trend_pullback,BTCUSDT,minute15,1782123300,trend_pullback,LONG,1.0,50.63,31.31,-8.07461916,0.7669618147022317,-1.0,0.002419236357165651,ranging,0.18723136910756613,0.2441518244462874,-0.05931601733355081,61.794181153328594,64177.834881250026,-0.0008645995164126435,64173.46945435361,0.005937883176317127,64137.446994768725,0.06210569191274938,64015.11877935506,0.2533170659322943,1.0,12.09118982,20.16580898,0,0.5023783839912849,47.3063026520166,1,bear,,bull → bull → bear,2.0
BTCUSDT_minute15_1781787600_ema_cross,BTCUSDT,minute15,1781787600,ema_cross,LONG,0.0,60.36,100.0,39.55177364,1.2479811003529626,1.0,0.002513008981170302,ranging,0.2814330867798341,0.37969011150496307,0.030846814965385567,64.55434673385301,64215.85265709697,0.2906873228014314,64191.75840145778,0.3283312434348735,64292.99000576154,0.17036070997575883,64929.12595649735,-0.8110473516156399,-1.0,-1.7564609,-41.30823455,0,1.1989071472448793,76.52900256149569,1,hammer,,bull → bull → bull,-1.0
BTCUSDT_minute15_1781955000_trend_pullback,BTCUSDT,minute15,1781955000,trend_pullback,LONG,1.0,57.43,91.2,4.52333436,0.26048697822583844,-1.0,0.0015613367177952809,ranging,0.20535237381507365,0.09289264560137175,0.045714027361858894,56.30669160014609,63671.942175750606,0.09036605808344622,63639.00392327368,0.14217079330060522,63538.84668201677,0.30002640579434814,63510.07230411495,0.34546913257228423,1.0,37.01096781,32.48763344,0,0.6623097159820536,71.556888046039,-1,bull,,bear → bull → bull,-1.0
BTCUSDT_minute15_1781113500_trend_pullback,BTCUSDT,minute15,1781113500,trend_pullback,LONG,1.0,51.09,24.59,-64.19843972,0.9356999587258675,0.0,0.005339989931399592,ranging,0.07407843665615362,0.7614379058602021,0.3691520757880759,55.80671085026236,62045.89632091307,-0.11450607554382569,61983.26562157969,-0.013577247818902056,61804.10191875753,0.2762730562235501,62022.52777820822,-0.07687171083822314,-1.0,113.69633866,177.89477838,0,1.7502470369733722,39.181527275993005,-1,marubozu_bull,bullish_engulfing,bear → bear → bull,-1.0
BTCUSDT_minute15_1781281800_trend_pullback,BTCUSDT,minute15,1781281800,trend_pullback,LONG,1.0,53.64,55.09,18.25745308,0.7033782793751379,-1.0,0.004265368747011497,ranging,0.4099054532993319,0.05849751138900116,-0.0858791541967371,89.6952527003347,63826.396995444724,0.03520957724886561,63728.19047213872,0.18936600422389874,63603.44045947006,0.3858746299837923,63072.049221837275,1.231640303029462,1.0,97.32515059,79.06769752,0,1.8787477837732183,65.6638223929383,-1,bear,bearish_engulfing,bull → bull → bear,2.0
BTCUSDT_minute15_1781955900_trend_pullback,BTCUSDT,minute15,1781955900,trend_pullback,LONG,1.0,54.24,73.44,3.02140763,0.5095019599363287,-1.0,0.0015790194757294115,ranging,0.13872541568948893,0.15971872420979297,-0.06671951505018411,55.785637433550846,63674.94574060049,0.018868110934016795,63643.36356661243,0.06850114598663057,63544.65504742788,0.2239448030143675,63511.832380690925,0.27574014596108115,1.0,36.26439298,33.24298535,0,0.6491917083612164,62.37998475055257,-1,bear,bearish_engulfing,bull → bull → bear,-1.0
